Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,BEST_Random,APX,Execution_time,#Iteration
large,X-n548-k50.vrp,548,None,11,86722.27757710981,245154.9442739104,2.826896976453702,1.3220850310000003,1000
large,X-n561-k42.vrp,561,None,74,42739.652695945704,251423.78542419718,5.882681995870484,1.2400928000000135,1000
large,X-n573-k30.vrp,573,None,210,50717.884979878174,107602.71238387318,2.1215930519690147,1.010617298999989,1000
large,X-n586-k159.vrp,586,None,28,190355.10222372148,232962.23293496005,1.2238297277745833,2.9333448589999875,1000
large,X-n599-k92.vrp,599,None,487,108482.05871611243,258648.26910560584,2.384249268189725,2.6882792719999884,1000
large,X-n613-k62.vrp,613,None,523,59548.304940199545,277185.96842970833,4.654808708796463,2.0184670539999843,1000
large,X-n627-k43.vrp,627,None,110,62199.04938685801,255614.93624112447,4.109627699473059,1.4397053590000155,1000
large,X-n641-k35.vrp,641,None,1381,63697.83808523143,288623.4486432331,4.531134137661597,1.5846492640000065,1000
large,X-n655-k131.vrp,655,None,5,106810.59956566418,145348.4173017937,1.3608051812539217,2.8982581899999786,1000
large,X-n670-k130.vrp,670,None,129,146378.31843753328,286945.4241074768,1.9603000442304594,2.30571223000004,1000
large,X-n685-k75.vrp,685,None,408,68237.21553731913,292184.8213007793,4.281898360008294,2.5571004579999794,1000
large,X-n701-k44.vrp,701,None,87,81956.01995940873,295420.9358376536,3.604627652538154,1.6352772189999882,1000
large,X-n716-k35.vrp,716,None,1007,43420.6564451652,238294.17400811735,5.488037112222215,1.7324232160000292,1000
large,X-n733-k159.vrp,733,None,25,136218.39404680504,307453.864997867,2.257065700629424,3.549623961000009,1000
large,X-n749-k98.vrp,749,None,396,77303.49914276505,237325.928086436,3.0700541465547317,3.3070370979999666,1000
large,X-n766-k71.vrp,766,None,166,114461.16180212778,322702.91796065023,2.8193224049089753,2.07506706800001,1000
large,X-n783-k48.vrp,783,None,832,72408.31876571494,367335.0066170301,5.0731050365301655,2.277108025000018,1000
large,X-n801-k40.vrp,801,None,20,73333.97393618312,381101.79291849147,5.19679723411873,1.8147516340000038,1000
large,X-n819-k171.vrp,819,None,358,158148.89835677537,334837.4774774587,2.1172292754267783,5.942471428999966,1000
large,X-n837-k142.vrp,837,None,44,193784.91639895606,333474.4029825533,1.720848088589158,4.0805838080000285,1000
large,X-n856-k95.vrp,856,None,9,89013.59855624012,392506.71606947144,4.409514079149152,3.190544155999987,1000
large,X-n876-k59.vrp,876,None,764,99356.19354150473,337682.5247808629,3.3987063387226133,2.8961363510000524,1000
large,X-n895-k37.vrp,895,None,1816,53898.675359403234,422161.69867841975,7.832506009904543,2.3378236979999656,1000
large,X-n916-k207.vrp,916,None,33,329222.3593754837,376713.8725773985,1.1442536080842247,5.86139042100001,1000
large,X-n936-k151.vrp,936,None,138,132768.74131236685,411762.6296070103,3.101352212402546,3.7477888509999957,1000
large,X-n957-k87.vrp,957,None,11,85517.72782106075,375407.9018560166,4.389825494914092,3.374890493999999,1000
large,X-n979-k58.vrp,979,None,998,119032.52000804225,435413.2968491004,3.65793563657799,3.2488014600000383,1000
x_large,Antwerp1.vrp,6001,None,30,477628.58867993334,4703802.597001672,9.848243401849142,65.24102249699999,1000
x_large,Antwerp2.vrp,7001,None,100,291740.3669830918,5707104.517611404,19.562272360965963,32.703676048000005,1000
x_large,Brussels1.vrp,15001,None,50,503025.56714718713,8473016.90444628,16.844107850221942,263.23966917100006,1000
x_large,Brussels2.vrp,16001,None,150,346871.2613819854,9295425.096759029,26.79791072839159,104.726313689,1000
x_large,Ghent1.vrp,10001,None,35,470415.2501502392,5100251.849256476,10.842020635231489,160.10976055599997,1000
x_large,Ghent2.vrp,11001,None,170,258657.06067931346,5821450.027115673,22.506441586503552,48.72975118000011,1000
x_large,Leuven1.vrp,3001,None,25,193060.43539123647,1420057.9584567202,7.355509975821698,20.345301195000047,1000
x_large,Leuven2.vrp,4001,None,150,111654.87655132769,2016055.721242856,18.056136762786856,9.864083635000043,1000
